id,system_id,index,name,orbit,source_row_index,star_colour_code,world_type,atmosphere,temperature,biosphere,population,tech_level,government,notable_features,factions,tags
sys-0017-w04,sys-0017,4,Tollaris Mundus,4,0,O,AgriWorld,Airless,Freezing,Nonexistent,Uninhabited,Primitive,BalkanizedLocalFactions,Abhumans;AlteredHumans;ArchaeotechRuins,,atmosphere:airless;biosphere:nonexistent;feature:abhumans;feature:altered_humans;feature:archaeotech_ruins;gov:balkanized_local_factions;population:uninhabited;star:blue_hypergiant;tech:primitive;temperature:freezing;world_type:agri_world
sys-0017-w05,sys-0017,5,Ossian,5,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,tomb_stalker_nests,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0017-w06,sys-0017,6,Mourning Meridia Penitent,6,19,F,DeadWorld,Toxic,Boiling,XenoDominance,ExtremelyDense,Archaeotech,None,FlyingCities;FailedParadise;AlteredHumans,house_orhlacc;charnovokh_dynasty;consecrators,atmosphere:toxic;biosphere:xeno_dominance;feature:altered_humans;feature:failed_paradise;feature:flying_cities;gov:none;population:extremely_dense;star:yellow_white;tech:archaeotech;temperature:boiling;world_type:dead_world
sys-0018-w01,sys-0018,1,Rhadam Terminus,1,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ArchaeotechRuins;BlindingMists,dark_angels,atmosphere:breathable;biosphere:thriving;feature:archaeotech_ruins;feature:blinding_mists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0018-w02,sys-0018,2,Pharosia Alpha,2,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,baneblade_super_heavy_companies,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0018-w03,sys-0018,3,Blessed Agathon Umbra,3,7,B,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ElitistTyrant,ChaosCultists;AncientArchive;CivilWar,corpuscarii_electro_priests,atmosphere:breathable;biosphere:thriving;feature:ancient_archive;feature:chaos_cultists;feature:civil_war;gov:elitist_tyrant;population:lightly_populated;star:blue_white;tech:standard;temperature:temperate;world_type:agri_world
sys-0019-w01,sys-0019,1,Ursae,1,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;AncientArchive;BlindingMists,armageddon_steel_legion;haemonculus_coven_of_twelve,atmosphere:breathable;biosphere:minimal;feature:ancient_archive;feature:blinding_mists;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0019-w02,sys-0019,2,Castravia,2,1,O,AgriWorld,Airless,Cold,Nonexistent,Minimal,Primitive,ChaosCult,AlteredHumans;CivilWar;ArchaeotechRuins,tempestus_scions,atmosphere:airless;biosphere:nonexistent;feature:altered_humans;feature:archaeotech_ruins;feature:civil_war;gov:chaos_cult;population:minimal;star:blue_hypergiant;tech:primitive;temperature:cold;world_type:agri_world
sys-0019-w03,sys-0019,3,Anathrax,3,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;Abhumans;ChaosCultists,dialogus_scriptoriums,atmosphere:breathable;biosphere:thriving;feature:abhumans;feature:chaos_cultists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0019-w04,sys-0019,4,Ferric Eboracum Warden,4,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,geno_five_two_chiliad;the_cleaved;repentia_hosts,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0020-w01,sys-0020,1,Iron Demetriax,1,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,autarch_warhosts;house_korvax;scholastica_psykana,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0020-w02,sys-0020,2,Nemoria Crypt,2,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;AncientArchive;Abhumans,the_tainted;imperial_tithe_authority,atmosphere:breathable;biosphere:minimal;feature:abhumans;feature:ancient_archive;feature:blinding_mists;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0021-w01,sys-0021,1,Ossian,1,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,chem_dogs_of_savlar,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0021-w02,sys-0021,2,Iron Gaelion Harbor,2,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,drone_networks,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0021-w03,sys-0021,3,Golgothar,3,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;AlteredHumans;ArchaeotechRuins,emperors_warbringers;adeptus_astronomica,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:archaeotech_ruins;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0021-w04,sys-0021,4,Maccabia,4,19,F,DeadWorld,Toxic,Boiling,XenoDominance,ExtremelyDense,Archaeotech,None,FlyingCities;FailedParadise;BlindingMists,segmentum_command;octarius_ork_empires;galgs,atmosphere:toxic;biosphere:xeno_dominance;feature:blinding_mists;feature:failed_paradise;feature:flying_cities;gov:none;population:extremely_dense;star:yellow_white;tech:archaeotech;temperature:boiling;world_type:dead_world
sys-0022-w01,sys-0022,1,Icon Dolorus,1,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,sicarian_clades,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0022-w02,sys-0022,2,Crowned Agathon,2,2,B,AgriWorld,Breathable,Cold,Nonexistent,Minimal,Low,ClansTribes,AncientArchive;CelestialPhenomena;CivilWar,house_caesarean,atmosphere:breathable;biosphere:nonexistent;feature:ancient_archive;feature:celestial_phenomena;feature:civil_war;gov:clans_tribes;population:minimal;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0022-w03,sys-0022,3,Void Eumenid,3,11,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,HereticalImperialCult,DaemonicCorruption;DangerousWildlife;CrumblingArcologies,free_traders;archaeotech_recovery_cohorts;maccabian_janissaries,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:heretical_imperial_cult;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0022-w04,sys-0022,4,Prometheon,4,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,ogryn_auxilia,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0022-w05,sys-0022,5,Fallow Reliquon Lumen,5,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;EugenicCult;ExtremeEnvironment,cadian_whiteshields;blood_angels;shining_spear_shrines,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0023-w01,sys-0023,1,Devout Orison Cairn,1,16,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,High,MechanicusForgeLord,ExtremeEnvironment;FactionalFragmentation;EugenicCult,lootas;xenos_mercenary_brokers;hawk_lords,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:mechanicus_forge_lord;population:extremely_dense;star:white;tech:high;temperature:hot;world_type:death_world
sys-0023-w02,sys-0023,2,Medeon,2,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;CrumblingArcologies;DaemonicCorruption,cadian_castellan_cadres;bio_ship_hive_tendrils;the_faithless,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0023-w03,sys-0023,3,Funeral Lacuna,3,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;EugenicCult;ExtremeEnvironment,warp_tainted_pilgrims;house_vextrix;sons_of_orar,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0024-w01,sys-0024,1,Alarion,1,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,elysian_drop_troops;acolyte_cells;exorcists,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0024-w02,sys-0024,2,Bleak Amaraxis,2,16,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,High,MechanicusForgeLord,ExtremeEnvironment;FactionalFragmentation;EugenicCult,planetary_liberation_fronts;masque_of_the_frozen_stars;ordo_scriptorum,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:mechanicus_forge_lord;population:extremely_dense;star:white;tech:high;temperature:hot;world_type:death_world
sys-0024-w03,sys-0024,3,Sunless Calibryx,3,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;AlteredHumans;ArchaeotechRuins,legio_damicium,atmosphere:breathable;biosphere:thriving;feature:altered_humans;feature:archaeotech_ruins;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0024-w04,sys-0024,4,Arkhelia,4,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;AlteredHumans;Abhumans,legion_of_the_damned;dialogus_scriptoriums,atmosphere:breathable;biosphere:minimal;feature:abhumans;feature:altered_humans;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
