id,system_id,index,name,orbit,source_row_index,star_colour_code,world_type,atmosphere,temperature,biosphere,population,tech_level,government,notable_features,factions,tags
sys-0019-w03,sys-0019,3,Umbral Mandragor,3,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;Abhumans;AlteredHumans,armageddon_steel_legion;star_phantoms,atmosphere:breathable;biosphere:minimal;feature:abhumans;feature:altered_humans;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0019-w04,sys-0019,4,Ironmere Dominus,4,0,O,AgriWorld,Airless,Freezing,Nonexistent,Uninhabited,Primitive,BalkanizedLocalFactions,Abhumans;ArchaeotechRuins;BlindingMists,,atmosphere:airless;biosphere:nonexistent;feature:abhumans;feature:archaeotech_ruins;feature:blinding_mists;gov:balkanized_local_factions;population:uninhabited;star:blue_hypergiant;tech:primitive;temperature:freezing;world_type:agri_world
sys-0019-w05,sys-0019,5,Blind Luminar,5,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,possessed_worker_cells,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0019-w06,sys-0019,6,Ursae,6,16,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,High,MechanicusForgeLord,ExtremeEnvironment;FactionalFragmentation;EugenicCult,soul_grinder_engines;free_traders;night_lords,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:mechanicus_forge_lord;population:extremely_dense;star:white;tech:high;temperature:hot;world_type:death_world
sys-0020-w01,sys-0020,1,Apostate Colchyr,1,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;EugenicCult;ExtremeEnvironment,monglor_ogryn_auxilia;oathbound_mercenaries;flayer_cults,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0020-w02,sys-0020,2,Apostate Argenth,2,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;CrumblingArcologies;DaemonicCorruption,stigmartus_regiments;ammunos_dynasty;emissaries_imperatus,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0021-w01,sys-0021,1,Alabaster Castoria Purgatus,1,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;ArchaeotechRuins;AlteredHumans,chartist_captains;desecrator_courts,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:archaeotech_ruins;feature:blinding_mists;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0021-w02,sys-0021,2,Ferric Lacrimor,2,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;EugenicCult;ExtremeEnvironment,halo_device_cults;kronus_hegemony;forge_of_souls_servitors,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0021-w03,sys-0021,3,Funeral Prosperis Crown,3,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,knights_of_blood,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0021-w04,sys-0021,4,Aegis Lazaria,4,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;ChaosCultists;CivilWar,genestealer_broods;legio_fortidus,atmosphere:breathable;biosphere:minimal;feature:blinding_mists;feature:chaos_cultists;feature:civil_war;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0022-w01,sys-0022,1,Iocanthos Harbor,1,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,tzeentch_covenants,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0022-w02,sys-0022,2,Beryntha,2,1,O,AgriWorld,Airless,Cold,Nonexistent,Minimal,Primitive,ChaosCult,AlteredHumans;CivilWar;ChaosCultists,forge_world_metalica,atmosphere:airless;biosphere:nonexistent;feature:altered_humans;feature:chaos_cultists;feature:civil_war;gov:chaos_cult;population:minimal;star:blue_hypergiant;tech:primitive;temperature:cold;world_type:agri_world
sys-0022-w03,sys-0022,3,Ambros,3,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;DaemonicCorruption;CrumblingArcologies,ebon_knights;genetor_cults;soul_drinkers_renegades,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0023-w01,sys-0023,1,Saint Zionis,1,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ChaosCultists;AncientTombs,sanctus_assassin_cells,atmosphere:breathable;biosphere:thriving;feature:ancient_tombs;feature:chaos_cultists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0023-w02,sys-0023,2,Ysengrav,2,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,officio_assassinorum;speed_freeks;sisters_of_silence,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0023-w03,sys-0023,3,Broken Allecta,3,9,A,AgriWorld,Corrosive,Temperate,Thriving,LightlyPopulated,Standard,GuildsCombine,ColdWar;CivilWar;CelestialPhenomena,possessed_worker_cells,atmosphere:corrosive;biosphere:thriving;feature:celestial_phenomena;feature:civil_war;feature:cold_war;gov:guilds_combine;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0023-w04,sys-0023,4,Final Orphidia Quarry,4,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;AncientArchive;CelestialPhenomena,saruthi;vigilators_of_the_silent_sisterhood,atmosphere:breathable;biosphere:minimal;feature:ancient_archive;feature:archaeotech_ruins;feature:celestial_phenomena;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0023-w05,sys-0023,5,Octavia,5,9,A,AgriWorld,Corrosive,Temperate,Thriving,LightlyPopulated,Standard,GuildsCombine,ColdWar;BlindingMists;Abhumans,legio_destructor,atmosphere:corrosive;biosphere:thriving;feature:abhumans;feature:blinding_mists;feature:cold_war;gov:guilds_combine;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0023-w06,sys-0023,6,Atropis,6,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;ArchaeotechRuins;ChaosCultists,nekthyst_dynasty;imperial_administration,atmosphere:breathable;biosphere:minimal;feature:archaeotech_ruins;feature:celestial_phenomena;feature:chaos_cultists;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0024-w01,sys-0024,1,Praetor Libertus Cairn,1,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ArchaeotechRuins;AncientTombs,hybrid_metamorph_hosts,atmosphere:breathable;biosphere:thriving;feature:ancient_tombs;feature:archaeotech_ruins;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0024-w02,sys-0024,2,Night Necropolia,2,1,O,AgriWorld,Airless,Cold,Nonexistent,Minimal,Primitive,ChaosCult,AlteredHumans;CelestialPhenomena;Abhumans,skitarii_legions,atmosphere:airless;biosphere:nonexistent;feature:abhumans;feature:altered_humans;feature:celestial_phenomena;gov:chaos_cult;population:minimal;star:blue_hypergiant;tech:primitive;temperature:cold;world_type:agri_world
sys-0024-w03,sys-0024,3,Demetriax,3,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;CrumblingArcologies;DaemonicCorruption,mordian_artillery_clades;aeldari;belakors_disciples,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0024-w04,sys-0024,4,Pious Tollaris Gate,4,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;DaemonicCorruption;CrumblingArcologies,jokaero_clans;indigan_praefects;mutant_uprisings,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
